City,Client name,Country,Customer Segment,Date of Sale,Packaging,Priority,Product Category,Product Sub-Category,Product's name,Region,Row ID,Send date,Shipping Method,State,Zip code,Discount,Margin,Profit,Quantity,Sale Value,Shipping cost,Unit price
Brasilia,Philip Brown,Brasil,Corporate,12/18/2018,Small Box,Low,Furniture,Office Furniture,DAX Clear Channel Poster Frame,Centro-Oeste,5923,12/22/2011 0:00,Normal Air,Mato Grosso do Sul,46350,0,0.48,68.44,35,543.22,7.4,14.58
AnÃ¡polis,Lela Donovan,Brasil,Corporate,7/21/2017,Small Box,Low,Furniture,Office Furniture,DAX Clear Channel Poster Frame,Centro-Oeste,1420,7/21/2010 0:00,Normal Air,GoiÃ¡s,48195,0.02,0.48,51.5,20,310.31,7.4,14.58
AnÃ¡polis,Charles Sheldon,Brasil,Corporate,6/17/2016,Small Box,Low,Furniture,Office Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Centro-Oeste,6869,6/22/2009 0:00,Normal Air,GoiÃ¡s,55379,0.03,0.55,217.87,42,2149.37,19.99,51.75
Formosa,George Bell,Brasil,Corporate,7/4/2018,Small Box,Low,Furniture,Office Furniture,"EldonÂ® Expressionsâ„¢ Wood and Plastic Desk Accessories, Oak",Centro-Oeste,3652,7/4/2011 0:00,Normal Air,GoiÃ¡s,76308,0.04,0.57,-362.11,49,510.15,12.52,9.98
Novo Gama,George Bell,Brasil,Corporate,12/3/2019,Small Box,Low,Furniture,Office Furniture,"C-Line Cubicle Keepers Polyproplyene Holder w/VelcroÂ® Back, 8-1/2x11, 25/Bx",Centro-Oeste,6827,12/8/2012 0:00,Normal Air,GoiÃ¡s,75098,0.04,0.54,219.02,8,464.66,14.83,54.74
Brasilia,Greg Guthrie,Brasil,Corporate,1/11/2018,Small Box,Low,Furniture,Office Furniture,Eldon Image Series Black Desk Accessories,Centro-Oeste,1784,1/20/2011 0:00,Normal Air,Mato Grosso do Sul,46203,0.04,0.49,-49.6,15,67.41,6.6,4.14
AnÃ¡polis,Mike Kennedy,Brasil,Corporate,6/7/2018,Small Box,Low,Furniture,Office Furniture,"Howard Miller 16"" Diameter Gallery Wall Clock",Centro-Oeste,6590,6/12/2011 0:00,Normal Air,GoiÃ¡s,55343,0.05,0.46,720.45,32,1997.13,14.48,63.94
Brasilia,Jack Lebron,Brasil,Corporate,3/29/2018,Small Box,Low,Furniture,Office Furniture,"Deflect-o SuperTrayâ„¢ Unbreakable Stackable Tray, Letter, Black",Centro-Oeste,3506,3/29/2011 0:00,Normal Air,Mato Grosso do Sul,46368,0.09,0.42,330.63,42,1146.11,8.55,29.18
Formosa,George Bell,Brasil,Corporate,7/4/2018,Small Box,Low,Furniture,Office Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",Centro-Oeste,3653,7/6/2011 0:00,Normal Air,GoiÃ¡s,76308,0.1,0.54,153.5,27,735.09,7.87,29.34
AnÃ¡polis,Lela Donovan,Brasil,Corporate,3/31/2019,Small Pack,Low,Furniture,Office Furniture,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Centro-Oeste,4678,4/2/2012 0:00,Normal Air,GoiÃ¡s,48310,0.01,0.41,144.66,21,480.39,8.99,22.23
Brasilia,Joel Jenkins,Brasil,Corporate,4/22/2017,Small Pack,Low,Furniture,Office Furniture,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Centro-Oeste,4946,4/24/2010 0:00,Normal Air,Mato Grosso do Sul,68901,0.03,0.49,89.29,11,231.27,6.67,20.24
Brasilia,Jack Lebron,Brasil,Corporate,8/12/2017,Small Pack,Low,Furniture,Office Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",Centro-Oeste,8263,8/14/2010 0:00,Normal Air,Mato Grosso do Sul,47374,0.03,0.39,70.8,37,589.63,8.99,14.98
Brasilia,Christopher Schild,Brasil,Corporate,3/28/2018,Small Pack,Low,Furniture,Office Furniture,"Executive Impressions 14"" Contract Wall Clock",Centro-Oeste,4792,3/30/2011 0:00,Normal Air,Mato Grosso do Sul,46312,0.04,0.52,-10.74,1,26.68,3.63,22.23
AnÃ¡polis,Mike Kennedy,Brasil,Corporate,6/7/2018,Small Pack,Low,Furniture,Office Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Centro-Oeste,6588,6/11/2011 0:00,Normal Air,GoiÃ¡s,55122,0.05,0.44,165.35,27,632.55,8.99,22.72
CuiabÃ¡,Sally Knutson,Brasil,Corporate,6/15/2017,Small Pack,Low,Furniture,Office Furniture,"Executive Impressions 13"" Chairman Wall Clock",Centro-Oeste,6706,6/20/2010 0:00,Normal Air,Mato Grosso,50401,0.05,0.5,216.12,43,1097.6,8.99,25.38
Douradina,Liz MacKendrick,Brasil,Corporate,7/23/2017,Small Pack,Low,Furniture,Office Furniture,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Centro-Oeste,458,7/30/2010 0:00,Normal Air,Mato Grosso do Sul,69101,0.1,0.41,199.3,47,1005.74,8.99,22.23
Brasilia,Philip Brown,Brasil,Corporate,12/18/2018,Wrap Bag,Low,Furniture,Office Furniture,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Centro-Oeste,5924,12/22/2011 0:00,Normal Air,Mato Grosso do Sul,46350,0.06,0.68,256.66,18,813.9,4.8,45.98
Novo Gama,Alan Hwang,Brasil,Corporate,6/7/2017,Wrap Bag,Low,Furniture,Office Furniture,Document Clip Frames,Centro-Oeste,8231,6/11/2010 0:00,Normal Air,GoiÃ¡s,75088,0.1,0.43,-6.39,3,23.93,0.96,8.34
Recife,Deanra Eno,Brasil,Corporate,8/29/2016,Large Box,Low,Furniture,Office Furniture,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Nordeste,2537,8/29/2009 0:00,Normal Air,Pernambuco,92503,0,0.73,10.49,3,56.07,14.37,12.99
JoÃ£o Pessoa,Art Miller,Brasil,Corporate,11/16/2018,Large Box,Low,Furniture,Office Furniture,Dana Halogen Swing-Arm Architect Lamp,Nordeste,5838,11/18/2011 0:00,Normal Air,Paraíba,80501,0.08,0.57,108.65,46,1765.64,14.45,40.97
Feira de Santana,Christine Abelman,Brasil,Corporate,10/18/2016,Medium Box,Low,Furniture,Office Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Nordeste,5818,10/25/2009 0:00,Normal Air,Bahia,98408,0.01,0.64,331.48,22,1333.19,12.23,60.65
JoÃ£o Pessoa,Duane Noonan,Brasil,Corporate,12/5/2019,Medium Box,Low,Furniture,Office Furniture,Eldon CleatmatÂ® Chair Mats for Medium Pile Carpets,Nordeste,3319,12/5/2012 0:00,Normal Air,Paraíba,80004,0.06,0.72,-279.12,12,715.8,52.2,55.5
Recife,Karl Brown,Brasil,Corporate,6/2/2019,Small Box,Low,Furniture,Office Furniture,EldonÂ® Wave Desk Accessories,Nordeste,541,6/7/2012 0:00,Normal Air,Pernambuco,92008,0,0.43,-151.15,41,95.73,5.33,2.08
Recife,Karl Brown,Brasil,Corporate,4/20/2018,Small Box,Low,Furniture,Office Furniture,Howard Miller Distant Time Traveler Alarm Clock,Nordeste,1056,4/27/2011 0:00,Normal Air,Pernambuco,92008,0.04,0.44,-5.18,17,475.9,19.46,27.42
Feira de Santana,Christine Abelman,Brasil,Corporate,9/29/2019,Small Box,Low,Furniture,Office Furniture,"EldonÂ® Expressionsâ„¢ Wood and Plastic Desk Accessories, Oak",Nordeste,5206,10/4/2012 0:00,Normal Air,Bahia,99207,0.07,0.57,-409.24,50,481.23,12.52,9.98
Recife,Helen Andreada,Brasil,Corporate,1/10/2019,Small Pack,Low,Furniture,Office Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Nordeste,2515,1/14/2012 0:00,Normal Air,Pernambuco,94044,0.07,0.37,101.83,25,322.73,4.95,13.4
Recife,Pete Kriz,Brasil,Corporate,9/17/2016,Wrap Bag,Low,Furniture,Office Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Nordeste,4439,9/19/2009 0:00,Normal Air,Pernambuco,93309,0.01,0.65,146.51,9,383.23,9.2,39.98
Aracaju,Darren Powers,Brasil,Corporate,7/28/2019,Wrap Bag,Low,Furniture,Office Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Nordeste,7802,7/28/2012 0:00,Normal Air,Sergipe,83616,0.08,0.78,-824.43,39,2650.77,37.58,70.71
Brasilia,Grant Carroll,Brasil,Corporate,8/7/2018,Large Box,Low,Furniture,Chairs,SAFCO Arco Folding Chair,Norte,988,8/11/2011 0:00,Normal Air,Tocantins,60130,0.02,,1902.24,22,6396.2,24.49,276.2
Brasilia,Doug Bickford,Brasil,Corporate,4/12/2017,Large Box,Low,Furniture,Office Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Norte,1589,4/19/2010 0:00,Normal Air,Tocantins,60130,0.09,0.61,399.37,15,1519.9,24.49,105.34
Brasilia,Doug Bickford,Brasil,Corporate,5/27/2018,Small Box,Low,Furniture,Office Furniture,"LindenÂ® 12"" Wall Clock With Oak Frame",Norte,1462,5/29/2011 0:00,Normal Air,Tocantins,60130,0.09,0.55,-44.14,25,854.88,19.99,33.98
SÃ£o Paulo,Brendan Murry,Brasil,Corporate,10/30/2019,Large Box,Low,Furniture,Tables,Hon 2111 Invitationâ„¢ Series Corner Table,Sudeste,3676,11/4/2012 0:00,Normal Air,SÃ£o Paulo,7042,0,0.79,-505.984479,15,2567.64,69,209.37
Belo Horizonte,Rick Duston,Brasil,Corporate,12/5/2017,Large Box,Low,Furniture,Office Furniture,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Sudeste,6488,12/5/2010 0:00,Normal Air,Minas Gerais,6473,0.01,0.73,-292.7,33,468.46,14.37,12.99
RibeirÃ£o Pires,Sean O'Donnell,Brasil,Corporate,9/14/2019,Large Box,Low,Furniture,Office Furniture,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Sudeste,7167,9/21/2012 0:00,Normal Air,SÃ£o Paulo,45503,0.1,0.59,352.38,3,394.34,24.49,136.98
Belo Horizonte,Bobby Trafton,Brasil,Corporate,12/9/2019,Medium Box,Low,Furniture,Office Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Sudeste,2947,12/16/2012 0:00,Normal Air,Minas Gerais,2370,0.01,0.76,171.07,48,2011.46,8.66,41.32
SÃ£o Paulo,Xylona Price,Brasil,Corporate,12/6/2019,Medium Box,Low,Furniture,Office Furniture,Eldon Cleatmat Plusâ„¢ Chair Mats for High Pile Carpets,Sudeste,3021,12/13/2012 0:00,Normal Air,SÃ£o Paulo,44512,0.08,0.74,-256.93,14,1082.66,48.2,79.52
Vitória,Dave Hallsten,Brasil,Corporate,6/25/2018,Small Box,Low,Furniture,Office Furniture,Regeneration Desk Collection,Sudeste,1067,6/25/2011 0:00,Normal Air,Espírito Santo,20746,0.05,0.41,-33.61,12,26.33,4.86,1.76
Brasilia,Pete Takahito,Brasil,Corporate,11/10/2019,Small Box,Low,Furniture,Office Furniture,EldonÂ® Wave Desk Accessories,Sudeste,8091,11/12/2012 0:00,Normal Air,SÃ£o Paulo,15234,0.09,0.43,-72.23,20,43.94,5.33,2.08
Belo Horizonte,Brad Thomas,Brasil,Corporate,11/1/2019,Small Pack,Low,Furniture,Office Furniture,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Sudeste,5239,11/5/2012 0:00,Normal Air,Minas Gerais,1923,0.09,0.37,2.37,18,122.41,4.95,6.64
SÃ£o Paulo,Deanra Eno,Brasil,Corporate,10/4/2016,Wrap Bag,Low,Furniture,Office Furniture,Coloredge Poster Frame,Sudeste,6299,10/6/2009 0:00,Normal Air,SÃ£o Paulo,7031,0.02,0.46,95,21,315.07,5.3,14.2
SÃ£o Paulo,Jennifer Ferguson,Brasil,Corporate,10/5/2018,Wrap Bag,Low,Furniture,Office Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Sudeste,1835,10/10/2011 0:00,Normal Air,SÃ£o Paulo,11542,0.04,0.65,159.73,12,502.01,9.2,39.98
Belo Horizonte,Eleni McCrary,Brasil,Corporate,12/9/2016,Wrap Bag,Low,Furniture,Office Furniture,"Master Giant FootÂ® Doorstop, Safety Yellow",Sudeste,7179,12/9/2009 0:00,Normal Air,Minas Gerais,1075,0.05,0.42,20.12,3,26.5,4,7.59
SÃ£o Paulo,Matt Connell,Brasil,Corporate,9/7/2017,Wrap Bag,Low,Furniture,Office Furniture,DAX Wood Document Frame.,Sudeste,4206,9/16/2010 0:00,Normal Air,SÃ£o Paulo,44646,0.05,0.54,21.08,43,606.98,6.85,13.73
Florianópolis,John Dryer,Brasil,Corporate,1/20/2017,Large Box,Low,Furniture,Office Furniture,Luxo Economy Swing Arm Lamp,Sul,3534,1/27/2010 0:00,Normal Air,Santa Catarina,30907,0,0.57,-180.45,48,1038.99,14.87,19.94
Jandaia do Sul,Joy Daniels,Brasil,Corporate,6/13/2018,Large Box,Low,Furniture,Chairs,SAFCO Arco Folding Chair,Sul,4109,6/17/2011 0:00,Normal Air,ParanÃ¡,32780,0.1,,454.26,12,3156.6,24.49,276.2
Curitiba,Susan MacKendrick,Brasil,Corporate,1/1/2017,Medium Box,Low,Furniture,Office Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Sul,110,1/3/2010 0:00,Normal Air,ParanÃ¡,34761,0.09,0.76,89.03,11,447.09,8.66,41.32
Florianópolis,Nick Crebassa,Brasil,Corporate,2/16/2019,Small Box,Low,Furniture,Office Furniture,"EldonÂ® Executive Woodline II Desk Accessories, Mahogany",Sul,4365,2/21/2012 0:00,Normal Air,Santa Catarina,70364,0.03,0.58,66.47,7,187.33,9.87,25.13
Florianópolis,Maya Herman,Brasil,Corporate,9/12/2019,Small Box,Low,Furniture,Office Furniture,9-3/4 Diameter Round Wall Clock,Sul,3832,9/12/2012 0:00,Normal Air,Santa Catarina,30161,0.04,0.43,29.76,16,237.54,8.78,13.79
Porto Alegre,Liz MacKendrick,Brasil,Corporate,11/17/2017,Small Box,Low,Furniture,Office Furniture,"DAX Copper Panel Document Frame, 5 x 7 Size",Sul,5739,11/22/2010 0:00,Normal Air,Rio Grande do Sul,23602,0.07,0.43,61.69,23,279.63,5.16,12.58
Curitiba,Steve Chapman,Brasil,Corporate,8/31/2016,Small Pack,Low,Furniture,Office Furniture,"Executive Impressions 13"" Clairmont Wall Clock",Sul,2063,8/31/2009 0:00,Normal Air,ParanÃ¡,72712,0.06,0.44,-25.38,2,42.3,6.15,19.23
Curitiba,Roy Skaria,Brasil,Corporate,9/12/2019,Small Pack,Low,Furniture,Office Furniture,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Sul,648,9/19/2012 0:00,Normal Air,ParanÃ¡,32601,0.07,0.49,86.33,15,294.66,6.67,20.24
Florianópolis,John Dryer,Brasil,Corporate,3/13/2017,Wrap Bag,Low,Furniture,Office Furniture,"Master Giant FootÂ® Doorstop, Safety Yellow",Sul,6686,3/20/2010 0:00,Normal Air,Santa Catarina,30265,0.01,0.42,41.58,47,364.23,4,7.59
CuiabÃ¡,Bruce Stewart,Brasil,Corporate,9/5/2017,Large Box,Not Specified,Furniture,Office Furniture,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Centro-Oeste,5114,9/5/2010 0:00,Normal Air,Mato Grosso,63043,0.02,0.73,-26.39,6,90.75,14.37,12.99
Brasilia,Joy Smith,Brasil,Corporate,10/2/2016,Large Box,Not Specified,Furniture,Office Furniture,Telescoping Adjustable Floor Lamp,Centro-Oeste,2600,10/3/2009 0:00,Normal Air,Mato Grosso do Sul,46383,0.03,0.6,-19.33,27,566.12,11.17,19.99
Brasilia,Greg Guthrie,Brasil,Corporate,2/10/2018,Large Box,Not Specified,Furniture,Office Furniture,Telescoping Adjustable Floor Lamp,Centro-Oeste,7209,2/12/2011 0:00,Normal Air,Mato Grosso do Sul,46203,0.07,0.6,-97.54,43,858.53,11.17,19.99
GoiÃ¢nia,Jamie Kunitz,Brasil,Corporate,7/3/2017,Medium Box,Not Specified,Furniture,Office Furniture,DAX Solid Wood Frames,Centro-Oeste,6103,7/5/2010 0:00,Normal Air,GoiÃ¡s,60123,0,0.48,10.68,20,205.33,6.02,9.77
AlexÃ¢nia,Anna Haberlin,Brasil,Corporate,5/16/2017,Medium Box,Not Specified,Furniture,Office Furniture,DAX Solid Wood Frames,Centro-Oeste,896,5/16/2010 0:00,Normal Air,GoiÃ¡s,75217,0.02,0.48,20.29,7,75.72,6.02,9.77
CorumbÃ¡ de GoiÃ¡s,Lisa DeCherney,Brasil,Corporate,4/2/2018,Small Box,Not Specified,Furniture,Office Furniture,"EldonÂ® Expressionsâ„¢ Wood Desk Accessories, Oak",Centro-Oeste,1716,4/4/2011 0:00,Normal Air,GoiÃ¡s,57006,0,0.56,14.19,4,36.8,5.21,7.38
AlexÃ¢nia,Erin Creighton,Brasil,Corporate,9/29/2016,Small Box,Not Specified,Furniture,Office Furniture,"EldonÂ® Expressionsâ„¢ Wood Desk Accessories, Oak",Centro-Oeste,625,9/30/2009 0:00,Normal Air,GoiÃ¡s,75007,0.02,0.56,7.74,6,49.04,5.21,7.38
CuiabÃ¡,Monica Federle,Brasil,Corporate,8/24/2017,Small Box,Not Specified,Furniture,Office Furniture,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Centro-Oeste,7273,8/26/2010 0:00,Normal Air,Mato Grosso,52241,0.03,0.44,372.26,26,1382.31,19.99,51.94
Brasilia,Rick Wilson,Brasil,Corporate,6/23/2017,Small Box,Not Specified,Furniture,Office Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Centro-Oeste,5258,6/25/2010 0:00,Normal Air,Mato Grosso do Sul,58501,0.03,0.57,-4.36,31,295.45,4.93,9.38
AnÃ¡polis,Chuck Clark,Brasil,Corporate,4/10/2017,Small Box,Not Specified,Furniture,Office Furniture,"Seth Thomas 12"" Clock w/ Goldtone Case",Centro-Oeste,5683,4/12/2010 0:00,Normal Air,GoiÃ¡s,48841,0.04,0.51,75.63,8,184.07,7.58,22.98
Brasilia,Chuck Magee,Brasil,Corporate,6/24/2016,Small Box,Not Specified,Furniture,Office Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Centro-Oeste,2633,6/25/2009 0:00,Normal Air,Mato Grosso do Sul,46041,0.04,0.57,20.08,16,178.4,5.16,10.64
AnÃ¡polis,Heather Jas,Brasil,Corporate,8/28/2016,Small Box,Not Specified,Furniture,Office Furniture,"Eldon Expressionsâ„¢ Desk Accessory, Wood Pencil Holder, Oak",Centro-Oeste,4745,8/29/2009 0:00,Normal Air,GoiÃ¡s,48708,0.05,0.55,-28.16,33,332.95,6.22,9.65
CuiabÃ¡,Luke Weiss,Brasil,Corporate,12/11/2019,Small Box,Not Specified,Furniture,Office Furniture,DAX Clear Channel Poster Frame,Centro-Oeste,3442,12/13/2012 0:00,Normal Air,Mato Grosso,52803,0.05,0.48,38.02,10,152.84,7.4,14.58
Brasilia,Roy Skaria,Brasil,Corporate,11/10/2019,Small Box,Not Specified,Furniture,Office Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Centro-Oeste,7796,11/11/2012 0:00,Normal Air,Distrito Federal,67601,0.06,0.55,136.32,6,323.53,19.99,51.75
GoiÃ¢nia,Beth Thompson,Brasil,Corporate,1/28/2018,Small Box,Not Specified,Furniture,Office Furniture,Eldon Image Series Black Desk Accessories,Centro-Oeste,8258,1/30/2011 0:00,Normal Air,GoiÃ¡s,60440,0.06,0.49,-93.93,26,113.85,6.6,4.14
FÃ¡tima do Sul,Ritsa Hightower,Brasil,Corporate,5/12/2019,Small Box,Not Specified,Furniture,Office Furniture,"Career Cubicle Clock, 8 1/4"", Black",Centro-Oeste,7435,5/13/2012 0:00,Normal Air,Mato Grosso do Sul,74074,0.09,0.47,12.4,9,187.13,14.39,20.28
CuiabÃ¡,Luke Weiss,Brasil,Corporate,5/14/2017,Small Pack,Not Specified,Furniture,Office Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Centro-Oeste,7160,5/15/2010 0:00,Normal Air,Mato Grosso,52001,0,0.44,813.35,49,1610.42,3.92,30.93
AnÃ¡polis,Ralph Kennedy,Brasil,Corporate,5/26/2018,Small Pack,Not Specified,Furniture,Office Furniture,3M Polarizing Light Filter Sleeves,Centro-Oeste,2029,5/26/2011 0:00,Normal Air,GoiÃ¡s,49001,0.03,0.39,375.02,44,823.63,3.77,18.65
Douradina,Bobby Odegard,Brasil,Corporate,3/23/2019,Small Pack,Not Specified,Furniture,Office Furniture,Artistic Insta-Plaque,Centro-Oeste,583,3/25/2012 0:00,Normal Air,Mato Grosso do Sul,68502,0.06,0.46,117.91,21,316.35,3.73,15.68
AnÃ¡polis,Art Ferguson,Brasil,Corporate,2/26/2019,Small Pack,Not Specified,Furniture,Office Furniture,Artistic Insta-Plaque,Centro-Oeste,7459,2/27/2012 0:00,Normal Air,GoiÃ¡s,55901,0.1,0.46,147.46,29,433.44,3.73,15.68
CuiabÃ¡,Rob Haberlin,Brasil,Corporate,11/5/2016,Wrap Bag,Not Specified,Furniture,Office Furniture,"Master Giant FootÂ® Doorstop, Safety Yellow",Centro-Oeste,2513,11/6/2009 0:00,Normal Air,Mato Grosso,50401,0,0.42,27.22,20,155.8,4,7.59
CuiabÃ¡,Justin Knight,Brasil,Corporate,8/31/2018,Wrap Bag,Not Specified,Furniture,Office Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Centro-Oeste,882,9/2/2011 0:00,Normal Air,Mato Grosso,52722,0.01,0.78,-912.08,48,3397.72,37.58,70.71
Recife,Grant Thornton,Brasil,Corporate,12/31/2017,Small Box,Not Specified,Furniture,Office Furniture,"Career Cubicle Clock, 8 1/4"", Black",Nordeste,2563,12/31/2010 0:00,Normal Air,Pernambuco,92553,0.02,0.47,48.85,2,56.13,14.39,20.28
Feira de Santana,Liz Pelletier,Brasil,Corporate,3/9/2017,Small Box,Not Specified,Furniture,Office Furniture,"EldonÂ® Expressionsâ„¢ Wood and Plastic Desk Accessories, Oak",Nordeste,3023,3/11/2010 0:00,Normal Air,Bahia,98387,0.04,0.57,-159.35,23,239.49,12.52,9.98
Recife,Adam Hart,Brasil,Corporate,11/2/2016,Small Box,Not Specified,Furniture,Office Furniture,Eldon Image Series Black Desk Accessories,Nordeste,5967,11/4/2009 0:00,Normal Air,Pernambuco,90712,0.04,0.49,-44.47,14,63.91,6.6,4.14
Recife,Bart Folk,Brasil,Corporate,6/17/2016,Small Box,Not Specified,Furniture,Office Furniture,"EldonÂ® Expressionsâ„¢ Wood Desk Accessories, Oak",Nordeste,32,6/18/2009 0:00,Normal Air,Pernambuco,91945,0.09,0.56,-33.95,25,184.86,5.21,7.38
Recife,Victoria Pisteka,Brasil,Corporate,8/2/2017,Small Pack,Not Specified,Furniture,Office Furniture,3M Polarizing Light Filter Sleeves,Nordeste,4914,8/4/2010 0:00,Normal Air,Pernambuco,92231,0.01,0.39,100.77,7,140.77,3.77,18.65
Recife,Tim Taslimi,Brasil,Corporate,11/19/2017,Small Pack,Not Specified,Furniture,Office Furniture,Ultra Door Pull Handle,Nordeste,3268,11/21/2010 0:00,Normal Air,Pernambuco,94704,0.06,0.52,-3.78,12,136.1,7.94,10.52
JoÃ£o Pessoa,Art Miller,Brasil,Corporate,12/13/2018,Small Pack,Not Specified,Furniture,Office Furniture,Advantus Panel Wall Acrylic Frame,Nordeste,375,12/15/2011 0:00,Normal Air,Paraíba,80232,0.09,0.42,5.88,4,25.17,5.26,5.47
Salvador,Max Engle,Brasil,Corporate,12/29/2018,Wrap Bag,Not Specified,Furniture,Office Furniture,"Master Caster Door Stop, Gray",Nordeste,5581,12/30/2011 0:00,Normal Air,Bahia,59715,0.01,0.51,-22.74,32,166.17,3.63,5.08
Recife,Grant Thornton,Brasil,Corporate,12/2/2019,Wrap Bag,Not Specified,Furniture,Office Furniture,Document Clip Frames,Nordeste,1889,12/3/2012 0:00,Normal Air,Pernambuco,92553,0.04,0.43,-8.8,2,16.97,0.96,8.34
Recife,Rick Huthwaite,Brasil,Corporate,7/12/2018,Wrap Bag,Not Specified,Furniture,Office Furniture,"Master Giant FootÂ® Doorstop, Safety Yellow",Nordeste,8095,7/14/2011 0:00,Normal Air,Pernambuco,94568,0.06,0.42,17.15,38,275.11,4,7.59
Brasilia,Dorothy Wardle,Brasil,Corporate,11/16/2018,Small Box,Not Specified,Furniture,Office Furniture,12-1/2 Diameter Round Wall Clock,Norte,966,11/18/2011 0:00,Normal Air,Tocantins,60130,0.04,0.49,52.56,41,844.09,10.49,19.98
Brasilia,Frank Price,Brasil,Corporate,4/29/2017,Small Box,Not Specified,Furniture,Office Furniture,"Eldon Expressionsâ„¢ Desk Accessory, Wood Pencil Holder, Oak",Norte,782,5/1/2010 0:00,Normal Air,ParÃ¡,60110,0.09,0.55,-0.06,12,118.97,6.22,9.65
SÃ£o Paulo,Barry Franz,Brasil,Corporate,9/6/2019,Large Box,Not Specified,Furniture,Office Furniture,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Sudeste,286,9/6/2012 0:00,Normal Air,SÃ£o Paulo,15122,0.09,0.59,921.7,27,3491.06,24.49,136.98
SÃ£o Paulo,Alejandro Grove,Brasil,Corporate,9/1/2019,Small Box,Not Specified,Furniture,Office Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Sudeste,4232,9/3/2012 0:00,Normal Air,SÃ£o Paulo,44708,0.03,0.57,-9.18,33,311.19,4.93,9.38
SÃ£o Paulo,Max Engle,Brasil,Corporate,3/7/2017,Small Box,Not Specified,Furniture,Office Furniture,Staples Plastic Wall Frames,Sudeste,2670,3/9/2010 0:00,Normal Air,SÃ£o Paulo,11561,0.07,0.41,-6.39,37,281.59,4.95,7.96
Taubaté,Julia Barnett,Brasil,Corporate,12/12/2019,Small Pack,Not Specified,Furniture,Office Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Sudeste,8366,12/14/2012 0:00,Normal Air,SÃ£o Paulo,8302,0.02,0.35,1249.43,18,1837.94,8.99,99.23
Porto Alegre,Neil Knudson,Brasil,Corporate,11/6/2019,Large Box,Not Specified,Furniture,Office Furniture,"Dana Fluorescent Magnifying Lamp, White, 36""",Sul,1516,11/6/2012 0:00,Normal Air,Rio Grande do Sul,28144,0.1,0.55,75.48,14,677.43,22.24,50.98
Curitiba,Steve Chapman,Brasil,Corporate,1/4/2019,Medium Box,Not Specified,Furniture,Office Furniture,Eldon AdvantageÂ® Foldable Chair Mats for Low Pile Carpets,Sul,985,1/4/2012 0:00,Normal Air,ParanÃ¡,72015,0.02,0.64,143.08,3,172.04,11.1,54.2
Florianópolis,Patrick Ryan,Brasil,Corporate,2/4/2017,Small Box,Not Specified,Furniture,Office Furniture,"Eldon Expressionsâ„¢ Desk Accessory, Wood Photo Frame, Mahogany",Sul,3812,2/5/2010 0:00,Normal Air,Santa Catarina,30605,0.03,0.56,107.82,25,495.8,6.38,19.04
Itajaí,William Brown,Brasil,Corporate,5/21/2017,Small Box,Not Specified,Furniture,Office Furniture,Contemporary Wood/Metal Frame,Sul,8154,5/23/2010 0:00,Normal Air,Santa Catarina,30062,0.03,0.5,-23.62,2,40.34,7.74,16.16
